ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked,Price (INR),Demand_Ratio,Peak_Demand
NBL,Strength&stretch1230-1330,5/2/2018,12:30:00,60,4,2999,0.066666667,0
NBL,Strength&stretch1230-1330,5/9/2018,12:30:00,60,5,2999,0.083333333,0
NBL,Strength&stretch1230-1330,5/16/2018,12:30:00,60,8,2999,0.133333333,0
NBL,Strength&stretch1230-1330,5/23/2018,12:30:00,60,8,2999,0.133333333,0
NBL,Strength&stretch1230-1330,5/30/2018,12:30:00,60,6,2999,0.1,0
SBP,Stretch   11.30-12.30pm,4/4/2018,11:30:00,35,16,999,0.457142857,0
SBP,Stretch   11.30-12.30pm,4/18/2018,11:30:00,35,16,999,0.457142857,0
SBP,Stretch   11.30-12.30pm,4/25/2018,11:30:00,35,19,999,0.542857143,0
SBP,Stretch   11.30-12.30pm,5/2/2018,11:30:00,35,21,999,0.6,0
SBP,Stretch   11.30-12.30pm,5/9/2018,11:30:00,35,17,999,0.485714286,0
SBP,Stretch   11.30-12.30pm,5/16/2018,11:30:00,35,12,999,0.342857143,0
SBP,Stretch   11.30-12.30pm,5/23/2018,11:30:00,35,13,999,0.371428571,0
SBP,Stretch   11.30-12.30pm,5/30/2018,11:30:00,35,11,999,0.314285714,0
SBP,Stretch 11-12.00,5/22/2018,11:00:00,30,9,999,0.3,0
SBP,Stretch 11-12.00,5/29/2018,11:00:00,30,10,999,0.333333333,0
SBP,Stretch 11-12pm,5/18/2018,11:00:00,35,13,999,0.371428571,0
SBP,Stretch 6pm -7pm,4/9/2018,18:00:00,35,20,999,0.571428571,0
SBP,Stretch 6pm -7pm,4/16/2018,18:00:00,35,18,999,0.514285714,0
SBP,Stretch 6pm -7pm,4/23/2018,18:00:00,35,19,999,0.542857143,0
SBP,Stretch 6pm -7pm,4/30/2018,18:00:00,35,21,999,0.6,0
SBP,Stretch 6pm -7pm,5/14/2018,18:00:00,35,17,999,0.485714286,0
SBP,Stretch 6pm -7pm,5/21/2018,18:00:00,35,21,999,0.6,0
BRP,Stretch And Tone 12-1pm,4/3/2018,12:00:00,35,12,1499,0.342857143,0
BRP,Stretch And Tone 12-1pm,4/10/2018,12:00:00,35,9,1499,0.257142857,0
BRP,Stretch And Tone 12-1pm,4/17/2018,12:00:00,35,12,1499,0.342857143,0
BRP,Stretch And Tone 12-1pm,4/24/2018,12:00:00,35,10,1499,0.285714286,0
BRP,Stretch And Tone 12-1pm,5/1/2018,12:00:00,35,8,1499,0.228571429,0
BRP,Stretch And Tone 12-1pm,5/8/2018,12:00:00,35,8,1499,0.228571429,0
BRP,Stretch And Tone 12-1pm,5/15/2018,12:00:00,35,5,1499,0.142857143,0
BRP,Stretch And Tone 12-1pm,5/22/2018,12:00:00,35,9,1499,0.257142857,0
BRP,Stretch And Tone 12-1pm,5/29/2018,12:00:00,35,9,1499,0.257142857,0
TSC,Stretch Ntone12.30-1.30pm,4/4/2018,12:30:00,24,9,1499,0.375,0
TSC,Stretch Ntone12.30-1.30pm,4/11/2018,12:30:00,24,5,1499,0.208333333,0
TSC,Stretch Ntone12.30-1.30pm,4/18/2018,12:30:00,24,9,1499,0.375,0
TSC,Stretch Ntone12.30-1.30pm,4/25/2018,12:30:00,24,10,1499,0.416666667,0
TSC,Stretch Ntone12.30-1.30pm,5/2/2018,12:30:00,24,13,1499,0.541666667,0
TSC,Stretch Ntone12.30-1.30pm,5/9/2018,12:30:00,24,12,1499,0.5,0
TSC,Stretch Ntone12.30-1.30pm,5/16/2018,12:30:00,24,8,1499,0.333333333,0
TSC,Stretch Ntone12.30-1.30pm,5/23/2018,12:30:00,24,10,1499,0.416666667,0
TSC,Stretch Ntone12.30-1.30pm,5/30/2018,12:30:00,24,8,1499,0.333333333,0
TSC,Stroke Skill19.15-20.15pm,4/5/2018,19:15:00,12,7,2999,0.583333333,0
TSC,Stroke Skill19.15-20.15pm,4/12/2018,19:15:00,12,7,2999,0.583333333,0
TSC,Stroke Skill19.15-20.15pm,4/19/2018,19:15:00,12,9,2999,0.75,1
TSC,Stroke Skill19.15-20.15pm,4/26/2018,19:15:00,12,10,2999,0.833333333,1
TSC,Stroke Skill19.15-20.15pm,5/3/2018,19:15:00,12,8,2999,0.666666667,0
TSC,Stroke Skill19.15-20.15pm,5/10/2018,19:15:00,12,8,2999,0.666666667,0
TSC,Stroke Skill19.15-20.15pm,5/17/2018,19:15:00,12,1,2999,0.083333333,0
TSC,Stroke Skill19.15-20.15pm,5/24/2018,19:15:00,12,9,2999,0.75,1
TSC,Stroke Skill19.15-20.15pm,5/31/2018,19:15:00,12,7,2999,0.583333333,0
HXP,Strokeskills 6 -7pm,4/4/2018,18:00:00,15,6,2999,0.4,0
HXP,Strokeskills 6 -7pm,4/11/2018,18:00:00,15,7,2999,0.466666667,0
HXP,Strokeskills 6 -7pm,4/18/2018,18:00:00,15,3,2999,0.2,0
HXP,Strokeskills 6 -7pm,4/25/2018,18:00:00,15,5,2999,0.333333333,0
HXP,Strokeskills 6 -7pm,5/2/2018,18:00:00,15,4,2999,0.266666667,0
HXP,Strokeskills 6 -7pm,5/9/2018,18:00:00,15,5,2999,0.333333333,0
HXP,Strokeskills 6 -7pm,5/16/2018,18:00:00,15,3,2999,0.2,0
HXP,Strokeskills 6 -7pm,5/23/2018,18:00:00,15,7,2999,0.466666667,0
HXP,Strokeskills 6pm - 7pm,4/6/2018,18:00:00,10,6,2999,0.6,0
HXP,Strokeskills 6pm - 7pm,4/13/2018,18:00:00,10,8,2999,0.8,1
HXP,Strokeskills 6pm - 7pm,4/20/2018,18:00:00,10,9,2999,0.9,1
HXP,Strokeskills 6pm - 7pm,4/27/2018,18:00:00,10,10,2999,1,1
HXP,Strokeskills 6pm - 7pm,5/4/2018,18:00:00,10,8,2999,0.8,1
HXP,Strokeskills 6pm - 7pm,5/11/2018,18:00:00,10,10,2999,1,1
HXP,Strokeskills 6pm - 7pm,5/18/2018,18:00:00,10,10,2999,1,1
HXP,Strokeskills 6pm - 7pm,5/25/2018,18:00:00,10,9,2999,0.9,1
BRP,Strokeskills 7.15-8.15pm,4/6/2018,19:15:00,10,5,2999,0.5,0
BRP,Strokeskills 7.15-8.15pm,4/13/2018,19:15:00,10,3,2999,0.3,0
BRP,Strokeskills 7.15-8.15pm,4/20/2018,19:15:00,10,5,2999,0.5,0
BRP,Strokeskills 7.15-8.15pm,4/27/2018,19:15:00,10,3,2999,0.3,0
BRP,Strokeskills 7.15-8.15pm,5/4/2018,19:15:00,10,1,2999,0.1,0
BRP,Strokeskills 7.15-8.15pm,5/18/2018,19:15:00,10,4,2999,0.4,0
BRP,Strokeskills 7.15-8.15pm,5/25/2018,19:15:00,10,3,2999,0.3,0
BRP,Strokeskills 7pm -8pm,4/4/2018,19:00:00,10,7,2999,0.7,0
BRP,Strokeskills 7pm -8pm,4/11/2018,19:00:00,10,7,2999,0.7,0
BRP,Strokeskills 7pm -8pm,4/18/2018,19:00:00,10,10,2999,1,1
BRP,Strokeskills 7pm -8pm,4/25/2018,19:00:00,10,9,2999,0.9,1
BRP,Strokeskills 7pm -8pm,5/2/2018,19:00:00,10,10,2999,1,1
BRP,Strokeskills 7pm -8pm,5/9/2018,19:00:00,10,10,2999,1,1
BRP,Strokeskills 7pm -8pm,5/16/2018,19:00:00,10,10,2999,1,1
BRP,Strokeskills 7pm -8pm,5/23/2018,19:00:00,10,9,2999,0.9,1
BRP,Strokeskills 7pm -8pm,5/30/2018,19:00:00,10,8,2999,0.8,1
HXP,Studio Cyc 1.10 - 2.00pm,4/6/2018,13:10:00,27,27,1999,1,1
HXP,Studio Cyc 1.10 - 2.00pm,4/13/2018,13:10:00,27,27,1999,1,1
HXP,Studio Cyc 1.10 - 2.00pm,4/20/2018,13:10:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 1.10 - 2.00pm,4/27/2018,13:10:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 1.10 - 2.00pm,5/4/2018,13:10:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 1.10 - 2.00pm,5/11/2018,13:10:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 1.10 - 2.00pm,5/18/2018,13:10:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 1.10 - 2.00pm,5/25/2018,13:10:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 10.00 -10.50am,4/1/2018,10:00:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 10.00 -10.50am,4/8/2018,10:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 10.00 -10.50am,4/15/2018,10:00:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 10.00 -10.50am,4/22/2018,10:00:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 10.00 -10.50am,4/29/2018,10:00:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 10.00 -10.50am,5/6/2018,10:00:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 10.00 -10.50am,5/13/2018,10:00:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 10.00 -10.50am,5/20/2018,10:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 10.00 -10.50am,5/27/2018,10:00:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 10.00-10.50am,4/5/2018,10:00:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 10.00-10.50am,4/12/2018,10:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 10.00-10.50am,4/19/2018,10:00:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 10.00-10.50am,4/26/2018,10:00:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 10.00-10.50am,5/3/2018,10:00:00,27,27,1999,1,1
HXP,Studio Cyc 10.00-10.50am,5/10/2018,10:00:00,27,27,1999,1,1
HXP,Studio Cyc 10.00-10.50am,5/17/2018,10:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 10.00-10.50am,5/24/2018,10:00:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 10.00-10.50am,5/31/2018,10:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 11.30 - 12.20,4/2/2018,11:30:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 11.30 - 12.20,4/9/2018,11:30:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 11.30 - 12.20,4/16/2018,11:30:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 11.30 - 12.20,4/23/2018,11:30:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 11.30 - 12.20,4/30/2018,11:30:00,27,27,1999,1,1
HXP,Studio Cyc 11.30 - 12.20,5/7/2018,11:30:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 11.30 - 12.20,5/14/2018,11:30:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 11.30 - 12.20,5/21/2018,11:30:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 11.30 - 12.20,5/28/2018,11:30:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 12.10-1.00pm,4/4/2018,12:10:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 12.10-1.00pm,4/11/2018,12:10:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 12.10-1.00pm,4/18/2018,12:10:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 12.10-1.00pm,4/25/2018,12:10:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 12.10-1.00pm,5/2/2018,12:10:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 12.10-1.00pm,5/9/2018,12:10:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 12.10-1.00pm,5/16/2018,12:10:00,27,16,1999,0.592592593,0
HXP,Studio Cyc 12.10-1.00pm,5/23/2018,12:10:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 12.10-1.00pm,5/30/2018,12:10:00,27,15,1999,0.555555556,0
HXP,Studio Cyc 12.30-1.20pm,4/2/2018,12:30:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 12.30-1.20pm,4/9/2018,12:30:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 12.30-1.20pm,4/16/2018,12:30:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 12.30-1.20pm,4/23/2018,12:30:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 12.30-1.20pm,4/30/2018,12:30:00,27,9,1999,0.333333333,0
HXP,Studio Cyc 12.30-1.20pm,5/7/2018,12:30:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 12.30-1.20pm,5/14/2018,12:30:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 12.30-1.20pm,5/21/2018,12:30:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 12.30-1.20pm,5/28/2018,12:30:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 4.20-5.10pm,4/4/2018,16:20:00,27,27,1999,1,1
HXP,Studio Cyc 4.20-5.10pm,4/11/2018,16:20:00,27,27,1999,1,1
HXP,Studio Cyc 4.20-5.10pm,4/18/2018,16:20:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 4.20-5.10pm,4/25/2018,16:20:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 4.20-5.10pm,5/2/2018,16:20:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 4.20-5.10pm,5/9/2018,16:20:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 4.20-5.10pm,5/16/2018,16:20:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 4.20-5.10pm,5/23/2018,16:20:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 4.20-5.10pm,5/30/2018,16:20:00,27,13,1999,0.481481481,0
HXP,Studio Cyc 5.00-5.50pm,4/3/2018,17:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.00-5.50pm,4/5/2018,17:00:00,27,16,1999,0.592592593,0
HXP,Studio Cyc 5.00-5.50pm,4/10/2018,17:00:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.00-5.50pm,4/12/2018,17:00:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 5.00-5.50pm,4/17/2018,17:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 5.00-5.50pm,4/19/2018,17:00:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 5.00-5.50pm,4/24/2018,17:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.00-5.50pm,4/26/2018,17:00:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 5.00-5.50pm,5/1/2018,17:00:00,27,27,1999,1,1
HXP,Studio Cyc 5.00-5.50pm,5/3/2018,17:00:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 5.00-5.50pm,5/8/2018,17:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 5.00-5.50pm,5/10/2018,17:00:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 5.00-5.50pm,5/15/2018,17:00:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 5.00-5.50pm,5/17/2018,17:00:00,27,15,1999,0.555555556,0
HXP,Studio Cyc 5.00-5.50pm,5/22/2018,17:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 5.00-5.50pm,5/24/2018,17:00:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 5.00-5.50pm,5/29/2018,17:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 5.00-5.50pm,5/31/2018,17:00:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 5.10-6.00pm,4/6/2018,17:10:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 5.10-6.00pm,4/13/2018,17:10:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.10-6.00pm,4/20/2018,17:10:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 5.10-6.00pm,4/27/2018,17:10:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 5.10-6.00pm,5/4/2018,17:10:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 5.10-6.00pm,5/11/2018,17:10:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.10-6.00pm,5/18/2018,17:10:00,27,16,1999,0.592592593,0
HXP,Studio Cyc 5.10-6.00pm,5/25/2018,17:10:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 5.20-6.10pm,4/4/2018,17:20:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 5.20-6.10pm,4/9/2018,17:20:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.20-6.10pm,4/11/2018,17:20:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.20-6.10pm,4/16/2018,17:20:00,27,27,1999,1,1
HXP,Studio Cyc 5.20-6.10pm,4/18/2018,17:20:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.20-6.10pm,4/23/2018,17:20:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 5.20-6.10pm,4/25/2018,17:20:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 5.20-6.10pm,4/30/2018,17:20:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.20-6.10pm,5/2/2018,17:20:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.20-6.10pm,5/9/2018,17:20:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.20-6.10pm,5/14/2018,17:20:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 5.20-6.10pm,5/16/2018,17:20:00,27,27,1999,1,1
HXP,Studio Cyc 5.20-6.10pm,5/21/2018,17:20:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 5.20-6.10pm,5/23/2018,17:20:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 5.20-6.10pm,5/30/2018,17:20:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 5.55-6.45pm,4/5/2018,17:55:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 5.55-6.45pm,4/12/2018,17:55:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 5.55-6.45pm,4/19/2018,17:55:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 5.55-6.45pm,4/26/2018,17:55:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 5.55-6.45pm,5/3/2018,17:55:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 5.55-6.45pm,5/10/2018,17:55:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 5.55-6.45pm,5/17/2018,17:55:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.55-6.45pm,5/24/2018,17:55:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 5.55-6.45pm,5/31/2018,17:55:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 6.10-7.00pm,4/6/2018,18:10:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 6.10-7.00pm,4/13/2018,18:10:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 6.10-7.00pm,4/20/2018,18:10:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 6.10-7.00pm,4/27/2018,18:10:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 6.10-7.00pm,5/4/2018,18:10:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 6.10-7.00pm,5/11/2018,18:10:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 6.10-7.00pm,5/18/2018,18:10:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 6.10-7.00pm,5/25/2018,18:10:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 6.15-7.05pm,4/9/2018,18:15:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 6.15-7.05pm,4/16/2018,18:15:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 6.15-7.05pm,4/23/2018,18:15:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 6.15-7.05pm,4/30/2018,18:15:00,27,27,1999,1,1
HXP,Studio Cyc 6.15-7.05pm,5/14/2018,18:15:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 6.15-7.05pm,5/21/2018,18:15:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 7.00-7.50pm,4/5/2018,19:00:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 7.00-7.50pm,4/12/2018,19:00:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 7.00-7.50pm,4/19/2018,19:00:00,27,27,1999,1,1
HXP,Studio Cyc 7.00-7.50pm,4/26/2018,19:00:00,27,27,1999,1,1
HXP,Studio Cyc 7.00-7.50pm,5/3/2018,19:00:00,27,27,1999,1,1
HXP,Studio Cyc 7.00-7.50pm,5/10/2018,19:00:00,27,27,1999,1,1
HXP,Studio Cyc 7.00-7.50pm,5/17/2018,19:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 7.00-7.50pm,5/24/2018,19:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 7.00-7.50pm,5/31/2018,19:00:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 7.05-7.55am,4/2/2018,7:05:00,27,16,1999,0.592592593,0
HXP,Studio Cyc 7.05-7.55am,4/4/2018,7:05:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 7.05-7.55am,4/9/2018,7:05:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 7.05-7.55am,4/11/2018,7:05:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 7.05-7.55am,4/16/2018,7:05:00,27,16,1999,0.592592593,0
HXP,Studio Cyc 7.05-7.55am,4/18/2018,7:05:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 7.05-7.55am,4/23/2018,7:05:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 7.05-7.55am,4/25/2018,7:05:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 7.05-7.55am,4/30/2018,7:05:00,27,17,1999,0.62962963,0
HXP,Studio Cyc 7.05-7.55am,5/2/2018,7:05:00,27,15,1999,0.555555556,0
HXP,Studio Cyc 7.05-7.55am,5/7/2018,7:05:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 7.05-7.55am,5/9/2018,7:05:00,27,8,1999,0.296296296,0
HXP,Studio Cyc 7.05-7.55am,5/14/2018,7:05:00,27,11,1999,0.407407407,0
HXP,Studio Cyc 7.05-7.55am,5/16/2018,7:05:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 7.05-7.55am,5/21/2018,7:05:00,27,13,1999,0.481481481,0
HXP,Studio Cyc 7.05-7.55am,5/23/2018,7:05:00,27,12,1999,0.444444444,0
HXP,Studio Cyc 7.05-7.55am,5/28/2018,7:05:00,27,14,1999,0.518518519,0
HXP,Studio Cyc 7.05-7.55am,5/30/2018,7:05:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 7.30-8.20pm,4/3/2018,19:30:00,27,27,1999,1,1
HXP,Studio Cyc 7.30-8.20pm,4/10/2018,19:30:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 7.30-8.20pm,4/17/2018,19:30:00,27,27,1999,1,1
HXP,Studio Cyc 7.30-8.20pm,4/24/2018,19:30:00,27,27,1999,1,1
HXP,Studio Cyc 7.30-8.20pm,5/1/2018,19:30:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 7.30-8.20pm,5/8/2018,19:30:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 7.30-8.20pm,5/15/2018,19:30:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 7.30-8.20pm,5/22/2018,19:30:00,27,22,1999,0.814814815,1
HXP,Studio Cyc 7.30-8.20pm,5/29/2018,19:30:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 8.00-8.50am,4/7/2018,8:00:00,27,27,1999,1,1
HXP,Studio Cyc 8.00-8.50am,4/14/2018,8:00:00,27,27,1999,1,1
HXP,Studio Cyc 8.00-8.50am,4/21/2018,8:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 8.00-8.50am,4/28/2018,8:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 8.00-8.50am,5/5/2018,8:00:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 8.00-8.50am,5/12/2018,8:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 8.00-8.50am,5/19/2018,8:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 8.00-8.50am,5/26/2018,8:00:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 8.00-8.50pm,4/5/2018,20:00:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 8.00-8.50pm,4/12/2018,20:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 8.00-8.50pm,4/19/2018,20:00:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 8.00-8.50pm,4/26/2018,20:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 8.00-8.50pm,5/3/2018,20:00:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 8.00-8.50pm,5/10/2018,20:00:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 8.00-8.50pm,5/17/2018,20:00:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 8.00-8.50pm,5/24/2018,20:00:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 8.00-8.50pm,5/31/2018,20:00:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 8.50-9.40am,4/7/2018,8:50:00,27,27,1999,1,1
HXP,Studio Cyc 8.50-9.40am,4/14/2018,8:50:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 8.50-9.40am,4/21/2018,8:50:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 8.50-9.40am,4/28/2018,8:50:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 8.50-9.40am,5/5/2018,8:50:00,27,26,1999,0.962962963,1
HXP,Studio Cyc 8.50-9.40am,5/12/2018,8:50:00,27,23,1999,0.851851852,1
HXP,Studio Cyc 8.50-9.40am,5/19/2018,8:50:00,27,20,1999,0.740740741,0
HXP,Studio Cyc 8.50-9.40am,5/26/2018,8:50:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 9.05-9.55am,4/1/2018,9:05:00,27,27,1999,1,1
HXP,Studio Cyc 9.05-9.55am,4/8/2018,9:05:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 9.05-9.55am,4/15/2018,9:05:00,27,25,1999,0.925925926,1
HXP,Studio Cyc 9.05-9.55am,4/22/2018,9:05:00,27,24,1999,0.888888889,1
HXP,Studio Cyc 9.05-9.55am,4/29/2018,9:05:00,27,21,1999,0.777777778,1
HXP,Studio Cyc 9.05-9.55am,5/6/2018,9:05:00,27,18,1999,0.666666667,0
HXP,Studio Cyc 9.05-9.55am,5/13/2018,9:05:00,27,19,1999,0.703703704,0
HXP,Studio Cyc 9.05-9.55am,5/20/2018,9:05:00,27,27,1999,1,1
HXP,Studio Cyc 9.05-9.55am,5/27/2018,9:05:00,27,23,1999,0.851851852,1
HXP,Studio Cycling 7.05 -7.55,4/3/2018,7:05:00,27,12,1999,0.444444444,0
HXP,Studio Cycling 7.05 -7.55,4/10/2018,7:05:00,27,24,1999,0.888888889,1
HXP,Studio Cycling 7.05 -7.55,4/17/2018,7:05:00,27,16,1999,0.592592593,0
HXP,Studio Cycling 7.05 -7.55,4/24/2018,7:05:00,27,12,1999,0.444444444,0
HXP,Studio Cycling 7.05 -7.55,5/1/2018,7:05:00,27,12,1999,0.444444444,0
HXP,Studio Cycling 7.05 -7.55,5/8/2018,7:05:00,27,11,1999,0.407407407,0
HXP,Studio Cycling 7.05 -7.55,5/15/2018,7:05:00,27,9,1999,0.333333333,0
HXP,Studio Cycling 7.05 -7.55,5/22/2018,7:05:00,27,9,1999,0.333333333,0
HXP,Studio Cycling 7.05 -7.55,5/29/2018,7:05:00,27,17,1999,0.62962963,0
TSC,Swim Fit-20.15-21.15pm,4/5/2018,20:15:00,18,10,1499,0.555555556,0
