ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked,Price (INR),Demand_Ratio,Peak_Demand
TSC,Body Cond 9.30-10.15am,4/7/2018,9:30:00,24,10,1299,0.416666667,0
TSC,Body Cond 9.30-10.15am,4/14/2018,9:30:00,24,9,1299,0.375,0
TSC,Body Cond 9.30-10.15am,4/21/2018,9:30:00,24,8,1299,0.333333333,0
TSC,Body Cond 9.30-10.15am,4/28/2018,9:30:00,24,12,1299,0.5,0
TSC,Body Cond 9.30-10.15am,5/5/2018,9:30:00,24,18,1299,0.75,1
TSC,Body Cond 9.30-10.15am,5/12/2018,9:30:00,24,12,1299,0.5,0
TSC,Body Cond 9.30-10.15am,5/19/2018,9:30:00,24,13,1299,0.541666667,0
TSC,Body Cond 9.30-10.15am,5/26/2018,9:30:00,24,17,1299,0.708333333,0
HXP,Body Condition 10 -11am,4/3/2018,10:00:00,25,16,1299,0.64,0
HXP,Body Condition 10 -11am,4/10/2018,10:00:00,25,23,1299,0.92,1
HXP,Body Condition 10 -11am,4/17/2018,10:00:00,25,25,1299,1,1
HXP,Body Condition 10 -11am,4/24/2018,10:00:00,25,23,1299,0.92,1
HXP,Body Condition 10 -11am,5/1/2018,10:00:00,25,17,1299,0.68,0
HXP,Body Condition 10 -11am,5/8/2018,10:00:00,25,21,1299,0.84,1
HXP,Body Condition 10 -11am,5/15/2018,10:00:00,25,23,1299,0.92,1
HXP,Body Condition 10 -11am,5/22/2018,10:00:00,25,25,1299,1,1
HXP,Body Condition 10 -11am,5/29/2018,10:00:00,25,20,1299,0.8,1
BRP,Body Conditioning,4/3/2018,18:30:00,35,29,1299,0.828571429,1
BRP,Body Conditioning,4/10/2018,18:30:00,35,28,1299,0.8,1
BRP,Body Conditioning,4/17/2018,18:30:00,35,29,1299,0.828571429,1
BRP,Body Conditioning,4/24/2018,18:30:00,35,32,1299,0.914285714,1
BRP,Body Conditioning,5/1/2018,18:30:00,35,30,1299,0.857142857,1
BRP,Body Conditioning,5/8/2018,18:30:00,35,29,1299,0.828571429,1
BRP,Body Conditioning,5/15/2018,18:30:00,35,31,1299,0.885714286,1
BRP,Body Conditioning,5/22/2018,18:30:00,35,31,1299,0.885714286,1
BRP,Body Conditioning,5/29/2018,18:30:00,35,27,1299,0.771428571,1
HXP,Body Conditioning 10-11am,4/4/2018,10:00:00,25,14,1299,0.56,0
HXP,Body Conditioning 10-11am,4/11/2018,10:00:00,25,12,1299,0.48,0
HXP,Body Conditioning 10-11am,4/18/2018,10:00:00,25,16,1299,0.64,0
HXP,Body Conditioning 10-11am,4/25/2018,10:00:00,25,18,1299,0.72,0
HXP,Body Conditioning 10-11am,5/2/2018,10:00:00,25,12,1299,0.48,0
HXP,Body Conditioning 10-11am,5/9/2018,10:00:00,25,15,1299,0.6,0
HXP,Body Conditioning 10-11am,5/16/2018,10:00:00,25,16,1299,0.64,0
HXP,Body Conditioning 10-11am,5/23/2018,10:00:00,25,20,1299,0.8,1
HXP,Body Conditioning 10-11am,5/30/2018,10:00:00,25,16,1299,0.64,0
TSC,Body Conditioning 10-11am,4/1/2018,10:00:00,30,13,1299,0.433333333,0
TSC,Body Conditioning 10-11am,4/6/2018,10:00:00,30,14,1299,0.466666667,0
TSC,Body Conditioning 10-11am,4/8/2018,10:00:00,30,18,1299,0.6,0
TSC,Body Conditioning 10-11am,4/13/2018,10:00:00,30,15,1299,0.5,0
TSC,Body Conditioning 10-11am,4/15/2018,10:00:00,30,21,1299,0.7,0
TSC,Body Conditioning 10-11am,4/20/2018,10:00:00,30,13,1299,0.433333333,0
TSC,Body Conditioning 10-11am,4/22/2018,10:00:00,30,14,1299,0.466666667,0
TSC,Body Conditioning 10-11am,4/27/2018,10:00:00,30,13,1299,0.433333333,0
TSC,Body Conditioning 10-11am,4/29/2018,10:00:00,30,17,1299,0.566666667,0
TSC,Body Conditioning 10-11am,5/4/2018,10:00:00,30,15,1299,0.5,0
TSC,Body Conditioning 10-11am,5/6/2018,10:00:00,30,15,1299,0.5,0
TSC,Body Conditioning 10-11am,5/11/2018,10:00:00,30,14,1299,0.466666667,0
TSC,Body Conditioning 10-11am,5/13/2018,10:00:00,30,17,1299,0.566666667,0
TSC,Body Conditioning 10-11am,5/18/2018,10:00:00,30,23,1299,0.766666667,1
TSC,Body Conditioning 10-11am,5/20/2018,10:00:00,30,13,1299,0.433333333,0
TSC,Body Conditioning 10-11am,5/25/2018,10:00:00,30,16,1299,0.533333333,0
TSC,Body Conditioning 10-11am,5/27/2018,10:00:00,30,16,1299,0.533333333,0
BRP,Body Conditioning 11.30am,5/26/2018,11:30:00,35,12,1299,0.342857143,0
SBP,Body Conditioning 8-9pm,4/9/2018,20:00:00,35,9,1299,0.257142857,0
SBP,Body Conditioning 8-9pm,4/16/2018,20:00:00,35,14,1299,0.4,0
SBP,Body Conditioning 8-9pm,4/23/2018,20:00:00,35,14,1299,0.4,0
SBP,Body Conditioning 8-9pm,4/30/2018,20:00:00,35,12,1299,0.342857143,0
SBP,Body Conditioning 8-9pm,5/14/2018,20:00:00,35,13,1299,0.371428571,0
SBP,Body Conditioning 8-9pm,5/21/2018,20:00:00,35,13,1299,0.371428571,0
NBL,Body Pump  5.45-6.45pm,4/2/2018,16:30:00,60,42,1999,0.7,0
NBL,Body Pump  5.45-6.45pm,4/9/2018,17:45:00,60,41,1999,0.683333333,0
NBL,Body Pump  5.45-6.45pm,4/16/2018,17:45:00,60,56,1999,0.933333333,1
NBL,Body Pump  5.45-6.45pm,4/23/2018,17:45:00,60,47,1999,0.783333333,1
NBL,Body Pump  5.45-6.45pm,4/30/2018,17:45:00,60,36,1999,0.6,0
NBL,Body Pump  5.45-6.45pm,5/7/2018,16:30:00,60,17,1999,0.283333333,0
NBL,Body Pump  5.45-6.45pm,5/14/2018,17:45:00,60,35,1999,0.583333333,0
NBL,Body Pump  5.45-6.45pm,5/21/2018,17:45:00,60,36,1999,0.6,0
NBL,Body Pump  5.45-6.45pm,5/28/2018,14:00:00,60,23,1999,0.383333333,0
NBL,Body Pump 12.30-1.30pm,4/5/2018,12:30:00,60,11,1999,0.183333333,0
NBL,Body Pump 12.30-1.30pm,4/12/2018,12:30:00,60,7,1999,0.116666667,0
NBL,Body Pump 12.30-1.30pm,4/19/2018,12:30:00,60,8,1999,0.133333333,0
NBL,Body Pump 12.30-1.30pm,4/26/2018,12:30:00,60,9,1999,0.15,0
NBL,Body Pump 12.30-1.30pm,5/3/2018,12:30:00,60,12,1999,0.2,0
NBL,Body Pump 12.30-1.30pm,5/10/2018,12:30:00,60,8,1999,0.133333333,0
NBL,Body Pump 12.30-1.30pm,5/17/2018,12:30:00,60,8,1999,0.133333333,0
NBL,Body Pump 12.30-1.30pm,5/24/2018,12:30:00,60,9,1999,0.15,0
NBL,Body Pump 12.30-1.30pm,5/31/2018,12:30:00,60,5,1999,0.083333333,0
NBL,Body Pump 8.00-9.00pm,4/5/2018,20:00:00,60,26,1999,0.433333333,0
NBL,Body Pump 8.00-9.00pm,4/12/2018,20:00:00,60,15,1999,0.25,0
NBL,Body Pump 8.00-9.00pm,4/19/2018,20:00:00,60,29,1999,0.483333333,0
NBL,Body Pump 8.00-9.00pm,4/26/2018,20:00:00,60,22,1999,0.366666667,0
NBL,Body Pump 8.00-9.00pm,5/10/2018,20:00:00,60,15,1999,0.25,0
NBL,Body Pump 8.00-9.00pm,5/17/2018,20:00:00,60,30,1999,0.5,0
NBL,Body Pump 8.00-9.00pm,5/31/2018,20:00:00,60,22,1999,0.366666667,0
NBL,Body Pump 9.00-10.00am,4/7/2018,9:00:00,60,29,1999,0.483333333,0
NBL,Body Pump 9.00-10.00am,4/14/2018,9:00:00,60,50,1999,0.833333333,1
NBL,Body Pump 9.00-10.00am,4/21/2018,9:00:00,60,39,1999,0.65,0
NBL,Body Pump 9.00-10.00am,4/28/2018,9:00:00,60,30,1999,0.5,0
NBL,Body Pump 9.00-10.00am,5/5/2018,9:00:00,60,32,1999,0.533333333,0
NBL,Body Pump 9.00-10.00am,5/12/2018,9:00:00,60,38,1999,0.633333333,0
NBL,Body Pump 9.00-10.00am,5/19/2018,9:00:00,60,38,1999,0.633333333,0
NBL,Body Pump 9.00-10.00am,5/26/2018,9:00:00,60,33,1999,0.55,0
HXP,Bodycondition 12.30-13.30,4/3/2018,12:30:00,25,7,1299,0.28,0
HXP,Bodycondition 12.30-13.30,4/10/2018,12:30:00,25,8,1299,0.32,0
HXP,Bodycondition 12.30-13.30,4/17/2018,12:30:00,25,11,1299,0.44,0
HXP,Bodycondition 12.30-13.30,4/24/2018,12:30:00,25,12,1299,0.48,0
HXP,Bodycondition 12.30-13.30,5/1/2018,12:30:00,25,7,1299,0.28,0
HXP,Bodycondition 12.30-13.30,5/8/2018,12:30:00,25,7,1299,0.28,0
HXP,Bodycondition 12.30-13.30,5/15/2018,12:30:00,25,10,1299,0.4,0
HXP,Bodycondition 12.30-13.30,5/22/2018,12:30:00,25,10,1299,0.4,0
HXP,Bodycondition 12.30-13.30,5/29/2018,12:30:00,25,11,1299,0.44,0
NBL,Chair Based Exercise,4/5/2018,13:00:00,50,2,1999,0.04,0
NBL,Chair Based Exercise,4/12/2018,13:00:00,50,3,1999,0.06,0
NBL,Chair Based Exercise,4/19/2018,13:00:00,50,6,1999,0.12,0
NBL,Chair Based Exercise,4/26/2018,13:00:00,50,8,1999,0.16,0
NBL,Chair Based Exercise,5/3/2018,13:00:00,50,10,1999,0.2,0
NBL,Chair Based Exercise,5/10/2018,13:00:00,50,6,1999,0.12,0
NBL,Chair Based Exercise,5/17/2018,13:00:00,50,9,1999,0.18,0
NBL,Chair Based Exercise,5/24/2018,13:00:00,50,6,1999,0.12,0
NBL,Chair Based Exercise,5/31/2018,13:00:00,50,9,1999,0.18,0
TSC,Circuits 5.30-6.30pm,4/9/2018,17:30:00,50,11,2999,0.22,0
TSC,Circuits 5.30-6.30pm,4/16/2018,17:30:00,50,14,2999,0.28,0
TSC,Circuits 5.30-6.30pm,4/23/2018,17:30:00,50,7,2999,0.14,0
TSC,Circuits 5.30-6.30pm,4/30/2018,17:30:00,50,15,2999,0.3,0
TSC,Circuits 5.30-6.30pm,5/14/2018,17:30:00,50,7,2999,0.14,0
TSC,Circuits 5.30-6.30pm,5/21/2018,17:30:00,50,13,2999,0.26,0
SBP,Circuits 7 -7.45 Am,4/3/2018,7:00:00,20,14,2999,0.7,0
SBP,Circuits 7 -7.45 Am,4/10/2018,7:00:00,20,16,2999,0.8,1
SBP,Circuits 7 -7.45 Am,4/17/2018,7:00:00,20,12,2999,0.6,0
SBP,Circuits 7 -7.45 Am,4/24/2018,7:00:00,20,10,2999,0.5,0
SBP,Circuits 7 -7.45 Am,5/1/2018,7:00:00,20,16,2999,0.8,1
SBP,Circuits 7 -7.45 Am,5/8/2018,7:00:00,20,7,2999,0.35,0
SBP,Circuits 7 -7.45 Am,5/15/2018,7:00:00,20,10,2999,0.5,0
SBP,Circuits 7 -7.45 Am,5/22/2018,7:00:00,20,11,2999,0.55,0
SBP,Circuits 7 -7.45 Am,5/29/2018,7:00:00,20,9,2999,0.45,0
TSC,Circuits 7.15-8.15pm,4/5/2018,19:15:00,50,19,2999,0.38,0
TSC,Circuits 7.15-8.15pm,4/12/2018,19:15:00,50,21,2999,0.42,0
TSC,Circuits 7.15-8.15pm,4/19/2018,19:15:00,50,13,2999,0.26,0
TSC,Circuits 7.15-8.15pm,4/26/2018,19:15:00,50,13,2999,0.26,0
TSC,Circuits 7.15-8.15pm,5/3/2018,19:15:00,50,15,2999,0.3,0
TSC,Circuits 7.15-8.15pm,5/10/2018,19:15:00,50,25,2999,0.5,0
TSC,Circuits 7.15-8.15pm,5/17/2018,19:15:00,50,15,2999,0.3,0
TSC,Circuits 7.15-8.15pm,5/24/2018,19:15:00,50,23,2999,0.46,0
TSC,Circuits 7.15-8.15pm,5/31/2018,19:15:00,50,12,2999,0.24,0
NBL,Circuits 8.00-9.00pm Edit,4/9/2018,20:00:00,60,10,2999,0.166666667,0
NBL,Circuits 8.00-9.00pm Edit,4/16/2018,20:00:00,60,15,2999,0.25,0
NBL,Circuits 8.00-9.00pm Edit,4/23/2018,20:00:00,60,19,2999,0.316666667,0
NBL,Circuits 8.00-9.00pm Edit,4/30/2018,20:00:00,60,20,2999,0.333333333,0
NBL,Circuits 8.00-9.00pm Edit,5/7/2018,18:45:00,60,2,2999,0.033333333,0
NBL,Circuits 8.00-9.00pm Edit,5/14/2018,20:00:00,60,9,2999,0.15,0
NBL,Circuits 8.00-9.00pm Edit,5/21/2018,20:00:00,60,8,2999,0.133333333,0
SBP,Ex Better Living Team,5/16/2018,14:00:00,30,1,1499,0.033333333,0
TSC,Fitnes Pilate-11.00-12.00,4/3/2018,11:00:00,24,22,2999,0.916666667,1
TSC,Fitnes Pilate-11.00-12.00,4/10/2018,11:00:00,24,23,2999,0.958333333,1
TSC,Fitnes Pilate-11.00-12.00,4/17/2018,11:00:00,24,21,2999,0.875,1
TSC,Fitnes Pilate-11.00-12.00,4/24/2018,11:00:00,24,20,2999,0.833333333,1
TSC,Fitnes Pilate-11.00-12.00,5/1/2018,11:00:00,24,22,2999,0.916666667,1
TSC,Fitnes Pilate-11.00-12.00,5/8/2018,11:00:00,24,18,2999,0.75,1
TSC,Fitnes Pilate-11.00-12.00,5/15/2018,11:00:00,24,22,2999,0.916666667,1
TSC,Fitnes Pilate-11.00-12.00,5/22/2018,11:00:00,24,24,2999,1,1
TSC,Fitnes Pilate-11.00-12.00,5/29/2018,11:00:00,24,16,2999,0.666666667,0
TSC,Fitnes Pilates2.30-3.15pm,4/6/2018,14:30:00,24,6,2999,0.25,0
TSC,Fitnes Pilates2.30-3.15pm,4/13/2018,14:30:00,24,10,2999,0.416666667,0
TSC,Fitnes Pilates2.30-3.15pm,4/20/2018,14:30:00,24,10,2999,0.416666667,0
TSC,Fitnes Pilates2.30-3.15pm,4/27/2018,14:30:00,24,12,2999,0.5,0
TSC,Fitnes Pilates2.30-3.15pm,5/4/2018,14:30:00,24,1,2999,0.041666667,0
TSC,Fitnes Pilates2.30-3.15pm,5/11/2018,14:30:00,24,11,2999,0.458333333,0
TSC,Fitnes Pilates2.30-3.15pm,5/18/2018,14:30:00,24,9,2999,0.375,0
TSC,Fitnes Pilates2.30-3.15pm,5/25/2018,14:30:00,24,12,2999,0.5,0
SBP,Fusion   6.00-7.00pm,4/4/2018,18:00:00,40,28,999,0.7,0
SBP,Fusion   6.00-7.00pm,4/11/2018,18:00:00,40,29,999,0.725,0
SBP,Fusion   6.00-7.00pm,4/18/2018,18:00:00,40,31,999,0.775,1
SBP,Fusion   6.00-7.00pm,4/25/2018,18:00:00,40,31,999,0.775,1
SBP,Fusion   6.00-7.00pm,5/2/2018,18:00:00,40,31,999,0.775,1
SBP,Fusion   6.00-7.00pm,5/9/2018,18:00:00,40,32,999,0.8,1
SBP,Fusion   6.00-7.00pm,5/16/2018,18:00:00,40,29,999,0.725,0
SBP,Fusion   6.00-7.00pm,5/23/2018,18:00:00,40,19,999,0.475,0
SBP,Fusion   6.00-7.00pm,5/30/2018,18:00:00,40,25,999,0.625,0
BRP,Fusion 5pm -6pm,4/5/2018,17:00:00,35,31,999,0.885714286,1
BRP,Fusion 5pm -6pm,4/12/2018,17:00:00,35,33,999,0.942857143,1
BRP,Fusion 5pm -6pm,4/19/2018,17:00:00,35,25,999,0.714285714,0
BRP,Fusion 5pm -6pm,4/26/2018,17:00:00,35,31,999,0.885714286,1
BRP,Fusion 5pm -6pm,5/3/2018,17:00:00,35,28,999,0.8,1
BRP,Fusion 5pm -6pm,5/10/2018,17:00:00,35,30,999,0.857142857,1
BRP,Fusion 5pm -6pm,5/17/2018,17:00:00,35,30,999,0.857142857,1
BRP,Fusion 5pm -6pm,5/24/2018,17:00:00,35,27,999,0.771428571,1
BRP,Fusion 5pm -6pm,5/31/2018,17:00:00,35,31,999,0.885714286,1
NBL,Gentle Keep Fit 11-12pm,4/9/2018,11:00:00,60,21,999,0.35,0
NBL,Gentle Keep Fit 11-12pm,4/16/2018,11:00:00,60,30,999,0.5,0
NBL,Gentle Keep Fit 11-12pm,4/23/2018,11:00:00,60,32,999,0.533333333,0
NBL,Gentle Keep Fit 11-12pm,5/14/2018,11:00:00,60,28,999,0.466666667,0
NBL,Gentle Keep Fit 11-12pm,5/21/2018,11:00:00,60,24,999,0.4,0
HXP,Gentle Keep Fit 11.10-12,4/5/2018,11:10:00,27,16,999,0.592592593,0
HXP,Gentle Keep Fit 11.10-12,4/12/2018,11:10:00,27,18,999,0.666666667,0
HXP,Gentle Keep Fit 11.10-12,4/19/2018,11:10:00,27,12,999,0.444444444,0
HXP,Gentle Keep Fit 11.10-12,4/26/2018,11:10:00,27,19,999,0.703703704,0
HXP,Gentle Keep Fit 11.10-12,5/3/2018,11:10:00,27,17,999,0.62962963,0
HXP,Gentle Keep Fit 11.10-12,5/10/2018,11:10:00,27,12,999,0.444444444,0
HXP,Gentle Keep Fit 11.10-12,5/17/2018,11:10:00,27,12,999,0.444444444,0
HXP,Gentle Keep Fit 11.10-12,5/24/2018,11:10:00,27,14,999,0.518518519,0
HXP,Gentle Keep Fit 11.10-12,5/31/2018,11:10:00,27,11,999,0.407407407,0
HXP,Gentle Keep Fit 2 -3.00pm,4/3/2018,14:00:00,25,12,999,0.48,0
TSC,Gentle Keep Fit 2 -3.00pm,4/3/2018,14:00:00,30,5,999,0.166666667,0
TSC,Gentle Keep Fit 2 -3.00pm,4/4/2018,14:00:00,30,10,999,0.333333333,0
TSC,Gentle Keep Fit 2 -3.00pm,4/10/2018,14:00:00,30,6,999,0.2,0
TSC,Gentle Keep Fit 2 -3.00pm,4/11/2018,14:00:00,30,12,999,0.4,0
TSC,Gentle Keep Fit 2 -3.00pm,4/17/2018,14:00:00,30,7,999,0.233333333,0
TSC,Gentle Keep Fit 2 -3.00pm,4/18/2018,14:00:00,30,14,999,0.466666667,0
TSC,Gentle Keep Fit 2 -3.00pm,4/24/2018,14:00:00,30,7,999,0.233333333,0
TSC,Gentle Keep Fit 2 -3.00pm,4/25/2018,14:00:00,30,11,999,0.366666667,0
TSC,Gentle Keep Fit 2 -3.00pm,5/1/2018,14:00:00,30,12,999,0.4,0
TSC,Gentle Keep Fit 2 -3.00pm,5/2/2018,14:00:00,30,11,999,0.366666667,0
TSC,Gentle Keep Fit 2 -3.00pm,5/8/2018,14:00:00,30,7,999,0.233333333,0
TSC,Gentle Keep Fit 2 -3.00pm,5/9/2018,14:00:00,30,10,999,0.333333333,0
TSC,Gentle Keep Fit 2 -3.00pm,5/15/2018,14:00:00,30,10,999,0.333333333,0
TSC,Gentle Keep Fit 2 -3.00pm,5/16/2018,14:00:00,30,6,999,0.2,0
TSC,Gentle Keep Fit 2 -3.00pm,5/22/2018,14:00:00,30,7,999,0.233333333,0
TSC,Gentle Keep Fit 2 -3.00pm,5/23/2018,14:00:00,30,9,999,0.3,0
HXP,Gentle Keep Fit 2-3pm,4/17/2018,14:00:00,25,9,999,0.36,0
HXP,Gentle Keep Fit 2-3pm,4/24/2018,14:00:00,25,6,999,0.24,0
HXP,Gentle Keep Fit 2-3pm,5/1/2018,14:00:00,25,10,999,0.4,0
HXP,Gentle Keep Fit 2-3pm,5/8/2018,14:00:00,25,8,999,0.32,0
HXP,Gentle Keep Fit 2-3pm,5/15/2018,14:00:00,25,11,999,0.44,0
HXP,Gentle Keep Fit 2-3pm,5/22/2018,14:00:00,25,5,999,0.2,0
HXP,Gentle Keep Fit 2-3pm,5/29/2018,14:00:00,25,6,999,0.24,0
NBL,Gentlekeepfit 10.30-11.30,4/5/2018,10:30:00,60,18,999,0.3,0
NBL,Gentlekeepfit 10.30-11.30,4/19/2018,10:30:00,60,23,999,0.383333333,0
NBL,Gentlekeepfit 10.30-11.30,4/26/2018,10:30:00,60,27,999,0.45,0
NBL,Gentlekeepfit 10.30-11.30,5/3/2018,10:30:00,60,14,999,0.233333333,0
NBL,Gentlekeepfit 10.30-11.30,5/10/2018,10:30:00,60,22,999,0.366666667,0
NBL,Gentlekeepfit 10.30-11.30,5/17/2018,10:30:00,60,20,999,0.333333333,0
NBL,Gentlekeepfit 10.30-11.30,5/24/2018,10:30:00,60,16,999,0.266666667,0
NBL,Gentlekeepfit 10.30-11.30,5/31/2018,10:30:00,60,13,999,0.216666667,0
BRP,H.I.I.T 7.00-8.00am,4/4/2018,7:00:00,35,10,2499,0.285714286,0
BRP,H.I.I.T 7.00-8.00am,4/11/2018,7:00:00,35,13,2499,0.371428571,0
BRP,H.I.I.T 7.00-8.00am,4/18/2018,7:00:00,35,9,2499,0.257142857,0
BRP,H.I.I.T 7.00-8.00am,4/25/2018,7:00:00,35,11,2499,0.314285714,0
BRP,H.I.I.T 7.00-8.00am,5/2/2018,7:00:00,35,14,2499,0.4,0
BRP,H.I.I.T 7.00-8.00am,5/9/2018,7:00:00,35,12,2499,0.342857143,0
BRP,H.I.I.T 7.00-8.00am,5/16/2018,7:00:00,35,17,2499,0.485714286,0
BRP,H.I.I.T 7.00-8.00am,5/23/2018,7:00:00,35,10,2499,0.285714286,0
BRP,H.I.I.T 7.00-8.00am,5/30/2018,7:00:00,35,15,2499,0.428571429,0
SBP,H.I.I.T 9.30-10.30am,4/2/2018,9:30:00,35,6,2499,0.171428571,0
SBP,H.I.I.T 9.30-10.30am,4/9/2018,9:30:00,35,9,2499,0.257142857,0
SBP,H.I.I.T 9.30-10.30am,4/16/2018,9:30:00,35,16,2499,0.457142857,0
SBP,H.I.I.T 9.30-10.30am,4/23/2018,9:30:00,35,16,2499,0.457142857,0
SBP,H.I.I.T 9.30-10.30am,4/30/2018,9:30:00,35,16,2499,0.457142857,0
SBP,H.I.I.T 9.30-10.30am,5/7/2018,9:30:00,35,8,2499,0.228571429,0
SBP,H.I.I.T 9.30-10.30am,5/14/2018,9:30:00,35,12,2499,0.342857143,0
SBP,H.I.I.T 9.30-10.30am,5/21/2018,9:30:00,35,13,2499,0.371428571,0
SBP,H.I.I.T 9.30-10.30am,5/28/2018,9:30:00,35,13,2499,0.371428571,0
SBP,H.I.I.T.  5.00-6.00pm,4/6/2018,17:00:00,30,14,2499,0.466666667,0
SBP,H.I.I.T.  5.00-6.00pm,4/13/2018,17:00:00,30,16,2499,0.533333333,0
SBP,H.I.I.T.  5.00-6.00pm,4/20/2018,17:00:00,30,14,2499,0.466666667,0
SBP,H.I.I.T.  5.00-6.00pm,4/27/2018,17:00:00,30,12,2499,0.4,0
SBP,H.I.I.T.  5.00-6.00pm,5/4/2018,17:00:00,30,13,2499,0.433333333,0
SBP,H.I.I.T.  5.00-6.00pm,5/11/2018,17:00:00,30,13,2499,0.433333333,0
SBP,H.I.I.T.  5.00-6.00pm,5/18/2018,17:00:00,30,6,2499,0.2,0
SBP,H.I.I.T.  5.00-6.00pm,5/25/2018,17:00:00,30,11,2499,0.366666667,0
HXP,H.I.I.T. 6.25-7.25pm,4/4/2018,18:25:00,25,20,2499,0.8,1
HXP,H.I.I.T. 6.25-7.25pm,4/11/2018,18:25:00,25,20,2499,0.8,1
HXP,H.I.I.T. 6.25-7.25pm,4/18/2018,18:25:00,25,17,2499,0.68,0
HXP,H.I.I.T. 6.25-7.25pm,4/25/2018,18:25:00,25,20,2499,0.8,1
HXP,H.I.I.T. 6.25-7.25pm,5/2/2018,18:25:00,25,17,2499,0.68,0
HXP,H.I.I.T. 6.25-7.25pm,5/9/2018,18:25:00,25,15,2499,0.6,0
HXP,H.I.I.T. 6.25-7.25pm,5/16/2018,18:25:00,25,17,2499,0.68,0
HXP,H.I.I.T. 6.25-7.25pm,5/23/2018,18:25:00,25,14,2499,0.56,0
BRP,H.I.T.T 6pm - 6.45pm,4/6/2018,18:00:00,35,8,2499,0.228571429,0
BRP,H.I.T.T 6pm - 6.45pm,4/13/2018,18:00:00,35,9,2499,0.257142857,0
BRP,H.I.T.T 6pm - 6.45pm,4/20/2018,18:00:00,35,11,2499,0.314285714,0
BRP,H.I.T.T 6pm - 6.45pm,4/27/2018,18:00:00,35,12,2499,0.342857143,0
BRP,H.I.T.T 6pm - 6.45pm,5/4/2018,18:00:00,35,10,2499,0.285714286,0
BRP,H.I.T.T 6pm - 6.45pm,5/11/2018,18:00:00,35,12,2499,0.342857143,0
BRP,H.I.T.T 6pm - 6.45pm,5/18/2018,18:00:00,35,12,2499,0.342857143,0
BRP,H.I.T.T 6pm - 6.45pm,5/25/2018,18:00:00,35,11,2499,0.314285714,0
SBP,Hatton A B C 6-7.00pm,4/3/2018,18:00:00,30,17,1999,0.566666667,0
SBP,Hatton A B C 6-7.00pm,4/10/2018,18:00:00,30,15,1999,0.5,0
SBP,Hatton A B C 6-7.00pm,4/17/2018,18:00:00,30,21,1999,0.7,0
SBP,Hatton A B C 6-7.00pm,4/24/2018,18:00:00,30,21,1999,0.7,0
SBP,Hatton A B C 6-7.00pm,5/1/2018,18:00:00,30,18,1999,0.6,0
SBP,Hatton A B C 6-7.00pm,5/8/2018,18:00:00,30,17,1999,0.566666667,0
SBP,Hatton A B C 6-7.00pm,5/15/2018,18:00:00,30,22,1999,0.733333333,0
SBP,Hatton A B C 6-7.00pm,5/22/2018,18:00:00,30,19,1999,0.633333333,0
SBP,Hatton A B C 6-7.00pm,5/29/2018,18:00:00,30,12,1999,0.4,0
SBP,Hatton A B C 7-8am,4/5/2018,7:30:00,20,7,1999,0.35,0
SBP,Hatton A B C 7-8am,4/12/2018,7:30:00,20,7,1999,0.35,0
SBP,Hatton A B C 7-8am,4/19/2018,7:30:00,20,8,1999,0.4,0
SBP,Hatton A B C 7-8am,4/26/2018,7:30:00,20,7,1999,0.35,0
SBP,Hatton A B C 7-8am,5/3/2018,7:30:00,20,7,1999,0.35,0
SBP,Hatton A B C 7-8am,5/10/2018,7:30:00,20,9,1999,0.45,0
SBP,Hatton A B C 7-8am,5/17/2018,7:30:00,20,8,1999,0.4,0
SBP,Hatton A B C 7-8am,5/24/2018,7:30:00,20,7,1999,0.35,0
SBP,Hatton A B C 7-8am,5/31/2018,7:30:00,20,7,1999,0.35,0
BRP,Hatton Abc Box  10-11am,4/1/2018,10:00:00,20,15,1999,0.75,1
BRP,Hatton Abc Box  10-11am,4/8/2018,10:00:00,20,22,1999,1.1,1
BRP,Hatton Abc Box  10-11am,4/15/2018,10:00:00,20,16,1999,0.8,1
BRP,Hatton Abc Box  10-11am,4/22/2018,10:00:00,20,18,1999,0.9,1
BRP,Hatton Abc Box  10-11am,4/29/2018,10:00:00,20,14,1999,0.7,0
BRP,Hatton Abc Box  10-11am,5/6/2018,10:00:00,20,9,1999,0.45,0
BRP,Hatton Abc Box  10-11am,5/13/2018,10:00:00,20,15,1999,0.75,1
BRP,Hatton Abc Box  10-11am,5/20/2018,10:00:00,20,18,1999,0.9,1
BRP,Hatton Abc Box  10-11am,5/27/2018,10:00:00,20,10,1999,0.5,0
SBP,Hiit Circuit 9.30 - 10.30,4/7/2018,9:30:00,25,22,2499,0.88,1
SBP,Hiit Circuit 9.30 - 10.30,4/14/2018,9:30:00,25,20,2499,0.8,1
SBP,Hiit Circuit 9.30 - 10.30,4/21/2018,9:30:00,25,18,2499,0.72,0
SBP,Hiit Circuit 9.30 - 10.30,4/28/2018,9:30:00,25,19,2499,0.76,1
SBP,Hiit Circuit 9.30 - 10.30,5/5/2018,9:30:00,25,14,2499,0.56,0
SBP,Hiit Circuit 9.30 - 10.30,5/12/2018,9:30:00,25,17,2499,0.68,0
SBP,Hiit Circuit 9.30 - 10.30,5/19/2018,9:30:00,25,18,2499,0.72,0
SBP,Hiit Circuit 9.30 - 10.30,5/26/2018,9:30:00,25,16,2499,0.64,0
